,,,,合計金額,"\55,907,112 ",,,,,,,,,,,,,,\0 ,\0 ,,,,,,
識別コード,識別コード分類,資材分類,資材区分,資材コード,備考,品名,色/他,構成,巾,長さ,t/厚み,単位,単価,棚卸し対象,対象,廃盤フラグ,前月在庫,数量合計の合計,合計金額の合計,合計金額(1%増し),調査日,顧客名,現場名,依頼番号,進捗率,前月差
04-176,04,木口ﾃｰﾌﾟ,直接資材,N04000000000176,,WA-005ME　0.5mm×24mm,WH,,24,1,0.5,m,25.92,1,対象(通常品),0,0,130,3369.6,3403.296,2026/02/20,,,,100,
04-177,04,木口ﾃｰﾌﾟ,間接資材,N04000000000177,,木口ﾃｰﾌﾟ　WA-009ME 0.5x24㎜,,,,,,m,25.92,1,対象(通常品),0,0,1600,41472,41886.72,2026/02/20,,,,100,
04-178,04,木口ﾃｰﾌﾟ,直接資材,N04000000000178,,ｿﾌﾄｴｯｼﾞMW色,MW,,,,,式,149,1,対象(通常品),0,0,70,10430,10534.3,2026/02/20,,,,100,
04-179,04,木口ﾃｰﾌﾟ,直接資材,N04000000000179,,ﾃ-ﾌﾟ　巾17　WH色,WH,,,,,式,38,1,対象(通常品),0,0,180,,,2026/02/20,,,,100,
04-180,04,木口ﾃｰﾌﾟ,直接資材,N04000000000180,,ﾃｰﾌﾟ　巾20　WH,WH,,,,,式,44,1,対象(通常品),0,0,692,,,2026/02/20,,,,100,
04-181,04,木口ﾃｰﾌﾟ,直接資材,N04000000000181,,ﾃｰﾌﾟ　巾22　WH色,WH,,,,,式,48,1,対象(通常品),0,0,112,,,2026/02/20,,,,100,
04-182,04,木口ﾃｰﾌﾟ,直接資材,N04000000000182,,ﾃｰﾌﾟ　巾17　SH色,SH,,,,,式,38,1,対象(通常品),0,0,180,,,2026/02/20,,,,100,
04-183,04,木口ﾃｰﾌﾟ,直接資材,N04000000000183,,ﾃｰﾌﾟ　巾22　SH色,SH,,,,,式,48,1,対象(通常品),0,0,242,,,2026/02/20,,,,100,
05-002,05,金具,直接資材,N05000000000002,,(+) 木ﾈｼﾞ皿ﾋﾞｽ M2.7X16,,,,,,個,1.3,1,対象(通常品),0,1700,1200,1560,1575.6,2026/02/20,,,,100,
05-009,05,金具,直接資材,N05000000000009,,3.8 x 25 ﾋﾞｽ ｼﾙﾊﾞｰ ｳｹｶﾅｸﾞ用ｻﾗﾀｯﾋﾟﾝｸﾞCG,,,,,,個,2,1,対象(通常品),0,1465,1080,2160,2181.6,2026/02/20,,,,100,
05-010,05,金具,直接資材,N05000000000010,,3.8X51 ｺｰｽﾚｯﾄﾞ,,,,,,個,2.2,1,対象(通常品),0,600,500,1100,1111,2026/02/20,,,,100,
05-011,05,金具,直接資材,N05000000000011,,33用ｱｼﾞｬｽﾀｰ 黒,,,,,,個,25,6,対象(不動品),0,2000,2000,50000,50500,2026/02/20,,,,100,
05-012,05,金具,直接資材,N05000000000012,,33用ｱｼﾞｬｽﾀｰ 白,,,,,,個,25,6,対象(不動品),0,3008,3008,75200,75952,2026/02/20,,,,100,
05-013,05,金具,直接資材,N05000000000013,,"504-JP-SP-3C/12 
Ф50 双輪ｷｬｽﾀｰ SP付",,,,,,個,125,6,対象(不動品),0,439,439,54875,55423.75,2026/02/20,,,,100,
05-016,05,金具,直接資材,N05000000000016,,A-614R-22 面付錠 + L金具ﾋﾞｽ2本ｾｯﾄ,,,,,,個,558,1,対象(通常品),0,200,200,111600,112716,2026/02/20,,,,100,
05-017,05,金具,直接資材,N05000000000017,,A-614R-22 面付錠 CL33-B 別番200通り,,,,,,個,530,1,対象(通常品),0,158,109,57770,58347.7,2026/02/20,,,,100,
05-018,05,金具,直接資材,N05000000000018,,AD501･502用ｶﾊﾞｰｷｬｯﾌﾟ 黒 200-024-441,200-024-441,,,,,個,56,1,対象(通常品),0,875,196,10976,11085.76,2026/02/20,,,,100,
05-019,05,金具,直接資材,N05000000000019,,AD501･502用ｶﾊﾞｰｷｬｯﾌﾟ 白 200-024-440,200-024-440,,,,,個,51,1,対象(通常品),0,1176,548,27948,28227.48,2026/02/20,,,,100,
05-020,05,金具,直接資材,N05000000000020,,AD-502-P ｱｼﾞｬｽﾀｰ 白 200-140-088,200-140-088,,,,,個,112,1,対象(通常品),0,756,112,12544,12669.44,2026/02/20,,,,100,
05-021,05,金具,直接資材,N05000000000021,,AD-502-P-BZC ｱｼﾞｬｽﾀｰ 黒 200-140-089,200-140-089,,,,,個,112,1,対象(通常品),0,1217,524,58688,59274.88,2026/02/20,,,,100,
05-022,05,金具,直接資材,N05000000000022,,AKM001 ﾄｲﾚ用明かり取り窓,,,,,,個,75,1,対象(通常品),0,18,18,1350,1363.5,2026/02/20,,,,100,
05-023,05,金具,直接資材,N05000000000023,,"ATOM 60PMF-PU-CC-3C 
ｽﾄｯﾌﾟ無 Φ60",,,,,,個,230,6,対象(不動品),0,14,14,3220,3252.2,2026/02/20,,,,100,
05-024,05,金具,直接資材,N05000000000024,,"ATOM 60PMF-PU-SP-CC-3C 
ｽﾄｯﾌﾟ有 Φ60",,,,,,個,260,1,対象(通常品),0,0,0,0,0,2026/02/20,,,,100,
05-038,05,金具,直接資材,N05000000000038,,FJL用 ｱｼﾞｬｽﾀｰｾｯﾄ,,,,,,個,62,1,対象(通常品),0,268,87,5394,5447.94,2026/02/20,,,,100,
05-039,05,金具,直接資材,N05000000000039,,FJL用 ﾈｸﾀｲ掛け,,,,,,個,62,1,対象(通常品),0,60,60,3720,3757.2,2026/02/20,,,,100,
05-040,05,金具,直接資材,N05000000000040,,FJL用 ﾊﾝｶﾞｰﾊﾟｲﾌﾟ,,,,,,個,223.2,1,対象(通常品),0,2273,1953,435909.6,440268.696,2026/02/20,,,,100,
05-041,05,金具,直接資材,N05000000000041,,FJL用 ﾊﾝｶﾞｰﾊﾟｲﾌﾟｿｹｯﾄ(2個ｾｯﾄ),,,,,,個,18.6,1,対象(通常品),0,2276,1905,35433,35787.33,2026/02/20,,,,100,
05-042,05,金具,直接資材,N05000000000042,,FJL用 把手（229835 ﾌｧｲﾝﾊﾝﾄﾞﾙ-N 120)(いつもの),,,,,,個,120,1,対象(通常品),0,59,128,15360,15513.6,2026/02/20,,,,100,
05-049,05,金具,直接資材,N05000000000049,,G-60PPU/12 Ф60双輪三角ﾌﾟﾚｰﾄ SP無,,,,,,個,354.9,1,対象(通常品),0,0,0,0,0,2026/02/20,,,,100,
05-052,05,金具,直接資材,N05000000000052,,GRIDﾋﾝｼﾞ MWA6HN7C99,,,,,,個,50,1,対象(通常品),0,183,86,4300,4343,2026/02/20,,,,100,
05-053,05,金具,直接資材,N05000000000053,,GS-60PPU/12 Ф60双輪三角ﾌﾟﾚｰﾄ SP有,,,,,,個,410.6,1,対象(通常品),0,0,0,0,0,2026/02/20,,,,100,
05-054,05,金具,直接資材,N05000000000054,,HAFELE ｶﾊﾞｰｷｬｯﾌﾟU型 黒,,,,,,個,4.26,1,対象(通常品),0,3006,102,434.52,438.8652,2026/02/20,,,,100,
05-055,05,金具,直接資材,N05000000000055,,HAFELE ｶﾊﾞｰｷｬｯﾌﾟU型 白,,,,,,個,4.26,1,対象(通常品),0,2342,8,34.08,34.4208,2026/02/20,,,,100,
05-059,05,金具,直接資材,N05000000000059,,HRP001 上部ﾛｰﾗｰｶｯﾌﾟ ﾋﾞｽｾｯﾄ,,,,,,個,64,1,対象(通常品),0,0,0,0,0,2026/02/20,,,,100,
05-068,05,金具,直接資材,N05000000000068,,L金具+ﾋﾞｽ 2本ｾｯﾄ,,,,,,個,28,1,対象(通常品),0,4782,4782,133896,135234.96,2026/02/20,,,,100,
05-078,05,金具,直接資材,N05000000000078,,TK用 ｱｼﾞｬｽﾀｰ本体 B K(UF2DT兼用) 1273-2,1273-2,,,,,個,9.38,1,対象(通常品),0,1300,1040,9755.2,9852.752,2026/02/20,,,,100,
05-079,05,金具,直接資材,N05000000000079,,TK用 ｱｼﾞｬｽﾀｰ本体 WH (UF2DT兼用) 1273-1,1273-1,,,,,個,9.38,1,対象(通常品),0,5000,4648,43598.24,44034.2224,2026/02/20,,,,100,
05-084,05,金具,直接資材,N05000000000084,大昌産業㈱,Y-52 14mm ｽﾊﾟﾅ,,,,,,本,20,1,対象(通常品),0,85,85,1700,1717,2026/02/20,,,,100,
05-085,05,金具,直接資材,N05000000000085,,Zﾜｯｼｬｰ Zｷｬｯﾌﾟ Z83 ｱｲﾎﾞﾘｰ,,,,,,個,4,1,対象(通常品),0,4,0,0,0,2026/02/20,,,,100,
05-087,05,金具,直接資材,N05000000000087,,ｱｸﾘﾙﾐﾗｰ 2㎜厚 248X148ｻｲｽﾞ,,,,,,個,570,1,対象(通常品),0,230,158,90060,90960.6,2026/02/20,,,,100,
05-090,05,金具,直接資材,N05000000000090,,ｱｼﾞｬｽﾀｰ調整ｽﾊﾟﾅ 13H,13H,,,,,個,91,1,対象(通常品),0,128,128,11648,11764.48,2026/02/20,,,,100,
05-091,05,金具,直接資材,N05000000000091,,ｱｼﾞｬｽﾀｰ用 ﾌﾟﾚｰﾄ (UF2DT兼用) 1274,1274,,,,,個,18.75,1,対象(通常品),0,7950,6443,120806.25,122014.3125,2026/02/20,,,,100,
05-104,05,金具,直接資材,N05000000000104,,可動ｶｳﾝﾀｰ ｷｬｽﾀｰｾｯﾄ,,,,,,個,200,1,対象(通常品),0,0,0,0,0,2026/02/20,,,,100,
05-106,05,金具,直接資材,N05000000000106,,金ﾀﾞﾎﾞ 5 x 7 x 15,,,,,,個,10,1,対象(通常品),0,1414,488,4880,4928.8,2026/02/20,,,,100,
05-107,05,金具,直接資材,N05000000000107,,ｶﾊﾞｰｷｬｯﾌﾟU型ｾｯﾄ 黒,,,,,,個,67,1,対象(通常品),0,132,219,14673,14819.73,2026/02/20,,,,100,
05-108,05,金具,直接資材,N05000000000108,,ｶﾊﾞｰｷｬｯﾌﾟU型ｾｯﾄ 白,,,,,,個,67,1,対象(通常品),0,94,366,24522,24767.22,2026/02/20,,,,100,
05-111,05,金具,直接資材,N05000000000111,ソハード,ｶﾑﾛｯｸｶﾊﾞｰｷｬｯﾌﾟｾｯﾄ 黒,,,,,,個,201.4,9,対象(外注先売却予定),0,111,0,0,0,2026/02/20,,,,100,
05-112,05,金具,直接資材,N05000000000112,ソハード,ｶﾑﾛｯｸｶﾊﾞｰｷｬｯﾌﾟｾｯﾄ 白,,,,,,個,201.4,9,対象(外注先売却予定),0,62,0,0,0,2026/02/20,,,,100,
05-115,05,金具,直接資材,N05000000000115,,ｷｬﾋﾞﾈｯﾄﾌﾗｯﾌﾟ扉ﾋﾝｼﾞﾍﾞｰｽ取付治具,,,,,,個,25.6,1,対象(通常品),0,1200,284,7270.4,7343.104,2026/02/20,,,,100,
05-116,05,金具,直接資材,N05000000000116,ソハード,ｷｬﾋﾞﾈｯﾄ部品箱 A仕様 SH,,,,,,個,600.1,9,対象(外注先売却予定),0,0,206,123620.6,124856.806,2026/02/20,,,,100,
05-117,05,金具,直接資材,N05000000000117,ソハード,ｷｬﾋﾞﾈｯﾄ部品箱 A仕様 WH,,,,,,個,600.1,9,対象(外注先売却予定),0,0,6,3600.6,3636.606,2026/02/20,,,,100,
05-118,05,金具,直接資材,N05000000000118,ソハード,ｷｬﾋﾞﾈｯﾄ部品箱 B仕様 SH,,,,,,個,791.5,9,対象(外注先売却予定),0,0,0,0,0,2026/02/20,,,,100,
05-119,05,金具,直接資材,N05000000000119,ソハード,ｷｬﾋﾞﾈｯﾄ部品箱 B仕様 WH,,,,,,個,791.5,9,対象(外注先売却予定),0,0,0,0,0,2026/02/20,,,,100,
05-120,05,金具,直接資材,N05000000000120,ソハード,ｷｬﾋﾞﾈｯﾄ部品箱 C仕様 SH,,,,,,個,808.5,9,対象(外注先売却予定),0,0,100,80850,81658.5,2026/02/20,,,,100,
05-121,05,金具,直接資材,N05000000000121,ソハード,ｷｬﾋﾞﾈｯﾄ部品箱 C仕様 WH,,,,,,個,808.5,9,対象(外注先売却予定),0,30,4,3234,3266.34,2026/02/20,,,,100,
05-123,05,金具,直接資材,N05000000000123,,ｹｰｽ錠ｾｯﾄ ILS,,,,,,個,278,1,対象(通常品),0,166,104,28912,29201.12,2026/02/20,,,,100,
05-125,05,金具,直接資材,N05000000000125,ソハード,ｺｰﾅｰﾌﾟﾚｰﾄ ｾｯﾄ,,,,,,個,156.4,9,対象(外注先売却予定),0,0,0,0,0,2026/02/20,,,,100,
05-126,05,金具,直接資材,N05000000000126,ソハード,ｺｰﾅｰﾌﾟﾚｰﾄ 単体,,,,,,個,44,9,対象(外注先売却予定),0,0,3600,158400,159984,2026/02/20,,,,100,
05-127,05,金具,直接資材,N05000000000127,ソハード,ｺｰﾅｰﾌﾟﾚｰﾄ治具(下穴ﾃﾝﾌﾟﾚｰﾄ),,,,,,個,20,9,対象(外注先売却予定),0,7295,7818,156360,157923.6,2026/02/20,,,,100,
05-128,05,金具,直接資材,N05000000000128,,極低頭木ねじ NI 2.7X16,,,,,,個,2,1,対象(通常品),0,0,0,0,0,2026/02/20,,,,100,
05-129,05,金具,直接資材,N05000000000129,,ｺﾈｸﾃｨﾝｸﾞﾎﾞﾙﾄ,,,,,,個,9,6,対象(不動品),0,1000,1000,9000,9090,2026/02/20,,,,100,
05-138,05,金具,直接資材,N05000000000138,,ｼｪﾙﾌﾌﾗｯﾌﾟ扉ﾋﾝｼﾞﾍﾞｰｽ取付治具,,,,,,個,25.6,1,対象(通常品),0,1736,1506,38553.6,38939.136,2026/02/20,,,,100,
05-140,05,金具,直接資材,N05000000000140,ソハード,ｼﾞｮｲﾝﾄﾋﾟﾝ 9039822,9039822,,,,,個,13,9,対象(外注先売却予定),0,4800,2000,26000,26260,2026/02/20,,,,100,
05-141,05,金具,直接資材,N05000000000141,,ｼﾘﾝﾀﾞｰ錠 507型,,,,,,個,100,1,対象(通常品),0,51,51,5100,5151,2026/02/20,,,,100,
05-142,05,金具,直接資材,N05000000000142,,ｼﾘﾝﾀﾞｰ錠 YM103-22,,,,,,個,199,6,対象(不動品),0,198,198,39402,39796.02,2026/02/20,,,,100,
05-143,05,金具,直接資材,N05000000000143,,ｽｰﾊﾟｰﾀﾞﾎﾞSPL 12ФX70,,,,,,個,4.72,1,対象(通常品),0,0,0,0,0,2026/02/20,,,,100,
05-144,05,金具,直接資材,N05000000000144,,ｽﾃｯﾌﾟﾃｰﾌﾞﾙ用金具(BK/WH),,,,,,個,1500,1,対象(通常品),0,50,29,43500,43935,2026/02/20,,,,100,
05-146,05,金具,直接資材,N05000000000146,,ｽﾃﾝﾚｽ 小ねじ ﾄﾗｽ 4x15,,,,,,個,2,1,対象(通常品),0,27,351,702,709.02,2026/02/20,,,,100,
05-150,05,金具,直接資材,N05000000000150,,ｽﾗｲﾄﾞﾚｰﾙ 711-20WT500,,,,,,個,441,6,対象(不動品),0,4,4,1764,1781.64,2026/02/20,,,,100,
05-153,05,金具,直接資材,N05000000000153,,ｽﾘﾑ可動棚受け 120-022-835,スガツネ 120-022-835,,,,,枚,26.2,1,対象(通常品),0,306,186,4873.2,4921.932,2026/02/20,,,,100,
05-154,05,金具,直接資材,N05000000000154,,ｽﾚﾝﾀﾞｰ2000 ｽﾘﾑ粗目造作ﾋﾞｽ 3.3X25,,,,,,箱,0.51,1,対象(通常品),0,6500,6400,3264,3296.64,2026/02/20,,,,100,
05-155,05,金具,直接資材,N05000000000155,,ｽﾚﾝﾀﾞｰ2000 ｽﾘﾑ粗目造作ﾋﾞｽ 3.3X40,,,,,,個,0.56,1,対象(通常品),0,500,589,329.84,333.1384,2026/02/20,,,,100,
05-156,05,金具,直接資材,N05000000000156,,ｽﾚﾝﾀﾞｰｽﾚｯﾄﾞﾋﾞｽ 3.7X55,,,,,,個,2,1,対象(通常品),0,15,1000,2000,2020,2026/02/20,,,,100,
05-157,05,金具,直接資材,N05000000000157,,ｾｯﾄｷｬｯﾌﾟｶﾊﾞｰ GO,,,,,,個,10,1,対象(通常品),0,24000,2400,24000,24240,2026/02/20,,,,100,
05-158,05,金具,直接資材,N05000000000158,,ｾｯﾄｷｬｯﾌﾟﾜｯｼｬｰ ﾍﾞｰｼﾞｭ,,,,,,個,95,1,対象(通常品),0,329,229,21755,21972.55,2026/02/20,,,,100,
05-159,05,金具,直接資材,N05000000000159,,ﾀｲﾀｽ ｼｽﾃﾑ5 TLｼｬﾌﾄ MT05441YA,MT05441YA,,,,,個,7.5,1,対象(通常品),0,1245,4137,31027.5,31337.775,2026/02/20,,,,100,
05-160,05,金具,直接資材,N05000000000160,ソハード,ﾀｲﾀｽ ｼｽﾃﾑ5 ｶﾊﾞｰｷｬｯﾌﾟ 黒 MT01026LA,MT01026LA,,,,,個,3.8,9,対象(外注先売却予定),0,92,4200,15960,16119.6,2026/02/20,,,,100,
05-161,05,金具,直接資材,N05000000000161,ソハード,ﾀｲﾀｽ ｼｽﾃﾑ5 ｶﾊﾞｰｷｬｯﾌﾟ白 MT01026WA,MT01026WA,,,,,個,3.8,9,対象(外注先売却予定),0,5600,1300,4940,4989.4,2026/02/20,,,,100,
05-162,05,金具,直接資材,N05000000000162,使用不可品,ﾀｲﾀｽ ｼｽﾃﾑ5 ｶﾑ15 MT05644ZN,MT05644ZN,,,,,個,8,1,対象(通常品),0,692,0,0,0,2026/02/20,,,,100,
05-163,05,金具,直接資材,N05000000000163,,ﾀｲﾀｽ ｼｽﾃﾑ5 ｶﾑ22 MT05657ZN,MT05657ZN,,,,,個,12,1,対象(通常品),0,1300,4500,54000,54540,2026/02/20,,,,100,
05-165,05,金具,直接資材,N05000000000165,,ﾀﾞｲﾔﾙﾛｯｸ=AL224E(V),,,,,,個,478,1,対象(通常品),0,52,240,114720,115867.2,2026/02/20,,,,100,
05-166,05,金具,直接資材,N05000000000166,,ﾀｵﾙ掛け,,,,,,個,250,6,対象(不動品),0,643,643,160750,162357.5,2026/02/20,,,,100,
05-167,05,金具,直接資材,N05000000000167,,ﾀｷｹﾞﾝ ｶﾑ 黒-ﾋﾞｽ頭 黒,,,,,,個,36,1,対象(通常品),0,39582,28219,1015884,1026042.84,2026/02/20,,,,100,
05-169,05,金具,直接資材,N05000000000169,,ﾀｷｹﾞﾝ ｶﾑ 白,,,,,,個,32,1,対象(通常品),0,326,140,4480,4524.8,2026/02/20,,,,100,
05-173,05,金具,直接資材,N05000000000173,,ﾀｷｹﾞﾝ ｼｬﾌﾄKD-3,,,,,,個,4.3,1,対象(通常品),0,9500,3845,16533.5,16698.835,2026/02/20,,,,100,
05-175,05,金具,直接資材,N05000000000175,,ﾀｯﾋﾟﾝｸﾞﾅﾍﾞﾋﾞｽ M4X20,,,,,,個,1,1,対象(通常品),0,3900,2884,2884,2912.84,2026/02/20,,,,100,
05-176,05,金具,直接資材,N05000000000176,,ﾀﾞﾎﾞRM6 25㎜ (木ﾀﾞﾎﾞ),,,,,,個,1,1,対象(通常品),0,2000,1900,1900,1919,2026/02/20,,,,100,
05-177,05,金具,直接資材,N05000000000177,,ﾀﾞﾎﾞRM8 25㎜ (木ﾀﾞﾎﾞ),,,,,,個,1,1,対象(通常品),0,10115,6400,6400,6464,2026/02/20,,,,100,
05-178,05,金具,直接資材,N05000000000178,,ﾀﾞﾎﾞRS8 30㎜ (木ﾀﾞﾎﾞ),,,,,,個,1,1,対象(通常品),0,3000,600,600,606,2026/02/20,,,,100,
05-181,05,金具,直接資材,N05000000000181,,ﾄﾗｽ A ﾀｯﾋﾟﾝｸﾞ 6X30 ﾕﾆｸﾛ,,,,,,本,6.9,1,対象(通常品),0,350,1050,7245,7317.45,2026/02/20,,,,100,
05-182,05,金具,直接資材,N05000000000182,,ﾄﾗｽｺ ﾕﾆｸﾛ 4X25,,,,,,個,2,1,対象(通常品),0,0,1000,2000,2020,2026/02/20,,,,100,
05-184,05,金具,直接資材,N05000000000184,,+ﾄﾗｽ小ﾈｼﾞ　ﾕﾆｸﾛ 4X30,,,,,,個,2,1,対象(通常品),0,1500,1387,2774,2801.74,2026/02/20,,,,100,
05-187,05,金具,直接資材,N05000000000187,,ﾄﾗｽﾋﾞｽ M4X25,,,,,,個,2,1,対象(通常品),0,464,196,392,395.92,2026/02/20,,,,100,
05-188,05,金具,直接資材,N05000000000188,,ﾄﾗｽﾋﾞｽ M4X16,,,,,,本,2,1,対象(通常品),0,2245,1180,2360,2383.6,2026/02/20,,,,100,
05-189,05,金具,直接資材,N05000000000189,,ﾄﾗｽﾋﾞｽ M4X20,,,,,,個,2,1,対象(通常品),0,0,0,0,0,2026/02/20,,,,100,
05-190,05,金具,直接資材,N05000000000190,,"ﾄﾞﾛﾜｰﾌﾛﾝﾄｱｼﾞｬｽﾀｰM4
前板調整ｶﾑ",,,,,,個,23,1,対象(通常品),0,83,53,1219,1231.19,2026/02/20,,,,100,
05-191,05,金具,直接資材,N05000000000191,,ﾅﾍﾞ A ﾀｯﾋﾟﾝｸﾞ 4X25,,,,,,本,1.7,1,対象(通常品),0,1200,1200,2040,2060.4,2026/02/20,,,,100,
05-194,05,金具,直接資材,N05000000000194,,ﾅﾍﾞﾀｯﾋﾟﾝｸﾞﾋﾞｽ M4X50,,,,,,個,2,1,対象(通常品),0,271,255,510,515.1,2026/02/20,,,,100,
05-196,05,金具,直接資材,N05000000000196,,ﾅﾍﾞﾀｯﾋﾟﾝｸﾞ ﾕﾆｸﾛ M3X12,,,,,,本,2,1,対象(通常品),0,2500,200,400,404,2026/02/20,,,,100,
05-198,05,金具,直接資材,N05000000000198,,ﾅﾍﾞﾋﾞｽ M5X30,,,,,,個,2.2,1,対象(通常品),0,1000,1000,2200,2222,2026/02/20,,,,100,
05-199,05,金具,直接資材,N05000000000199,,ﾅﾍﾞﾋﾞｽ M6X30,,,,,,個,8,1,対象(通常品),0,3300,3300,26400,26664,2026/02/20,,,,100,
05-201,05,金具,直接資材,N05000000000201,,ﾆｯｹﾙ (+) A ｻﾗ 3.5X12,,,,,,個,8,1,対象(通常品),0,0,1348,10784,10891.84,2026/02/20,,,,100,
05-202,05,金具,直接資材,N05000000000202,,ﾊﾟｰｿﾅﾙﾛｯｶｰ用ﾋﾝｼﾞ座金ｾｯﾄ,,,,,,個,500,1,対象(通常品),0,54,487,243500,245935,2026/02/20,,,,100,
05-203,05,金具,直接資材,N05000000000203,,ﾊｰﾌｪﾚ ｼﾘﾝﾀﾞｰ錠ｾｯﾄ,,,,,,SET,625,1,対象(通常品),0,21,115,71875,72593.75,2026/02/20,,,,100,
05-204,05,金具,直接資材,N05000000000204,,ﾊｰﾌｪﾚ ﾋﾝｼﾞ,,,,,,SET,150,1,対象(通常品),0,52,263,39450,39844.5,2026/02/20,,,,100,
05-205,05,金具,直接資材,N05000000000205,,ﾊｰﾌｪﾚ ﾏｽﾀｰｷｰ,,,,,,SET,100,1,対象(通常品),0,98,97,9700,9797,2026/02/20,,,,100,
05-206,05,金具,直接資材,N05000000000206,,ﾊｰﾌｪﾚ 座金,,,,,,SET,100,1,対象(通常品),0,59,280,28000,28280,2026/02/20,,,,100,
05-208,05,金具,直接資材,N05000000000208,,ﾊﾟｲﾌﾟﾊﾝｶﾞｰ受け,,,,,,個,50,1,対象(通常品),0,199,150,7500,7575,2026/02/20,,,,100,
05-209,05,金具,直接資材,N05000000000209,,ﾊﾞﾝﾎﾟﾝ,,,,,,個,2,1,対象(通常品),0,0,112,224,226.24,2026/02/20,,,,100,
05-213,05,金具,直接資材,N05000000000213,,ﾋﾞｽ M3X35,,,,,,個,2,1,対象(通常品),0,900,900,1800,1818,2026/02/20,,,,100,
05-215,05,金具,直接資材,N05000000000215,,ﾋﾝｼﾞ 248-0G49-051-TL,,,,,,個,24,6,対象(不動品),0,2186,2186,52464,52988.64,2026/02/20,,,,100,
05-222,05,金具,直接資材,N05000000000222,ソハード,ﾌﾟｯｼｭｵｰﾌﾟﾝ引出ﾚｰﾙ水平取付治具,,,,,,個,35,9,対象(外注先売却予定),0,6680,6665,233275,235607.75,2026/02/20,,,,100,
05-224,05,金具,直接資材,N05000000000224,,ﾌﾗｯﾌﾟｱｯﾌﾟｽﾃｰ取付治具,,,,,,個,25.6,1,対象(通常品),0,2150,1835,46976,47445.76,2026/02/20,,,,100,
05-225,05,金具,直接資材,N05000000000225,,ﾌﾗｯﾌﾟｽﾃｰ取付治具,,,,,,個,25.6,1,対象(通常品),0,1200,123,3148.8,3180.288,2026/02/20,,,,100,
05-226,05,金具,直接資材,N05000000000226,,ﾌﾗｯﾌﾟﾀﾞｳﾝｽﾃｰ取付治具,,,,,,個,25.6,1,対象(通常品),0,2100,1650,42240,42662.4,2026/02/20,,,,100,
05-230,05,金具,直接資材,N05000000000230,,ﾎﾞｯｸｽｷｬｯﾁ ｸﾛﾒｰﾄ,,,,,,個,90,1,対象(通常品),0,538,496,44640,45086.4,2026/02/20,,,,100,
05-231,05,金具,直接資材,N05000000000231,,ﾏｸﾞﾈﾗｯﾁ ML30S型,,,,,,個,1,6,対象(不動品),0,114,114,114,115.14,2026/02/20,,,,100,
05-233,05,金具,直接資材,N05000000000233,,ﾐｽﾄﾎﾜｲﾄ丸型DSC-100CWﾃﾞｻﾞｲﾝ明窓,,,,,,個,400,1,対象(通常品),0,10,1,400,404,2026/02/20,,,,100,
05-237,05,金具,直接資材,N05000000000237,,ﾓﾍｱ ｼｰﾙ ｸﾞﾚｰ,,,,,,巻,200,1,対象(通常品),0,0,0,0,0,2026/02/20,,,,100,
05-238,05,金具,直接資材,N05000000000238,,ﾕﾆｸﾛ (+) Aｻﾗ 3.5 x 14,,,,,,個,2,1,対象(通常品),0,1800,0,0,0,2026/02/20,,,,100,
05-239,05,金具,直接資材,N05000000000239,,ﾕﾆｸﾛ (+) Aﾄﾗｽ 4 x 35,,,,,,個,2,1,対象(通常品),0,800,800,1600,1616,2026/02/20,,,,100,
05-240,05,金具,直接資材,N05000000000240,,ﾕﾆｸﾛ 4X12,,,,,,個,3,1,対象(通常品),0,1950,2000,6000,6060,2026/02/20,,,,100,
05-246,05,金具,直接資材,N05000000000246,,ﾕﾆｸﾛ木ねじ 皿 2.7X16,,,,,,箱,1,1,対象(通常品),0,10000,9400,9400,9494,2026/02/20,,,,100,
05-251,05,金具,直接資材,N05000000000251,,"ﾗｲﾃｨﾝｸﾞﾊﾟﾈﾙﾋﾞｽ
(+)超極低頭Aﾀｯﾋﾟﾝｸﾞ 3X16",,,,,,個,7.5,1,対象(通常品),0,47,45,337.5,340.875,2026/02/20,,,,100,
05-253,05,金具,直接資材,N05000000000253,,ﾗｲﾃｨﾝｸﾞﾊﾟﾈﾙ用金物 : ｱﾙﾐｼﾞｮｲﾅｰ L=1168,,,,,,個,1000,1,対象(通常品),0,15,10,10000,10100,2026/02/20,,,,100,
05-255,05,金具,直接資材,N05000000000255,,ﾗｲﾃｨﾝｸﾞﾊﾟﾈﾙ用金物 : ｱﾙﾐｼﾞｮｲﾅｰ L=568,,,,,,個,800,1,対象(通常品),0,4,2,1600,1616,2026/02/20,,,,100,
05-256,05,金具,直接資材,N05000000000256,,ﾗｲﾃｨﾝｸﾞﾊﾟﾈﾙ用金物 : ｱﾙﾐｼﾞｮｲﾅｰ L=768,,,,,,個,800,1,対象(通常品),0,16,10,8000,8080,2026/02/20,,,,100,
05-266,05,金具,直接資材,N05000000000266,ソハード,引出前板用取付ﾋﾞｽｾｯﾄ 黒 229272,229272,,,,,袋,53,9,対象(外注先売却予定),0,200,353,18709,18896.09,2026/02/20,,,,100,
05-267,05,金具,直接資材,N05000000000267,ソハード,引出前板用取付ﾋﾞｽｾｯﾄ 白 229271,229271,,,,,個,53,9,対象(外注先売却予定),0,173,310,16430,16594.3,2026/02/20,,,,100,
